homingtet,A,2014-08-12

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin
0,0.52258515358,350.0,150.0,350,181,0,0,133,400,0
1,0.482592105865,324.933353287,548.422940263,334,550,0,0,133,400,0
2,0.490639925003,399.737977433,156.283367774,374,185,0,0,133,400,0
3,0.446356773376,276.375089463,535.955297178,310,487,0,0,133,400,0
4,0.630397081375,446.35073482,174.738663991,402,223,0,0,133,400,0
5,0.224605083466,232.442949542,511.803398875,240,528,0,0,133,400,0
6,0.538446903229,486.909421186,204.206274516,453,197,0,0,133,400,0
7,1.46050596237,195.897351445,477.48479795,201,491,0,0,133,400,0
8,0.624682188034,518.8655851,242.834641004,485,254,0,0,133,400,0
9,0.351839065552,169.034589507,435.155858313,215,431,0,0,133,400,0
10,0.762405157089,540.211303259,288.196601125,481,327,1,0,133,400,4.79323553762
11,1.07267093658,153.542549854,387.476262917,161,410,0,0,133,400,0
12,0.986718893051,549.605345686,337.441896094,348,360,1,0,133,400,136.863460142
13,0.330631017685,150.394654314,337.441896094,124,341,0,0,133,400,0
14,0.811134815216,546.457450146,387.476262917,454,454,1,0,133,400,47.9025358933
15,0.298395872116,159.788696741,288.196601125,179,320,0,0,133,400,0
16,0.383932113647,530.965410493,435.155858313,543,433,0,0,133,400,0
17,0.32239484787,181.1344149,242.834641004,209,268,0,0,133,400,0
18,0.288548946381,504.102648555,477.48479795,478,427,0,0,133,400,0
19,0.274432182312,213.090578814,204.206274516,190,184,0,0,133,400,0
20,0.25653386116,467.557050458,511.803398875,489,468,0,0,133,400,0
21,0.321577072144,253.64926518,174.738663991,265,199,0,0,133,400,0
22,0.240514039993,423.624910537,535.955297178,384,510,0,0,133,400,0
23,0.506592988968,300.262022567,156.283367774,310,213,0,0,133,400,0
24,1.28447198868,375.066646713,548.422940263,358,482,1,0,133,400,2.5804449037
25,0.910051822662,350.0,150.0,347,139,0,0,133,400,0
