P2M7,B,2014-09-17

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,0.509,350.000,150.000,354.000,151.000,0,0,27,400,0.000,0.000,0.769,1.664,woods
1,1.484,293.653,541.899,296.000,544.000,0,0,27,400,0.000,0.438,0.809,1.051,keyboard
2,1.046,458.128,181.749,458.000,185.000,0,0,27,400,0.000,0.403,0.667,1.693,toothpaste
3,2.560,198.850,480.972,204.000,480.000,0,0,27,400,0.000,0.391,0.826,0.556,mouse
4,2.121,531.926,266.917,532.000,266.000,0,0,27,400,0.000,0.281,0.802,1.346,door
5,1.718,152.036,378.463,151.000,381.000,0,0,27,400,0.000,0.546,0.791,5.174,toothpaste
6,3.640,547.964,378.463,549.000,380.000,0,0,27,400,0.000,0.354,0.714,0.865,ceiling
7,3.202,168.074,266.917,170.000,266.000,0,0,27,400,0.000,0.364,0.908,0.979,university
8,2.799,501.150,480.972,498.000,490.000,0,0,27,400,0.000,0.408,0.861,0.405,door
9,2.407,241.872,181.749,243.000,178.000,0,0,27,400,0.000,0.373,0.828,0.601,yahoo
10,4.474,406.347,541.899,405.000,537.000,0,0,27,400,0.000,0.370,0.708,1.147,research
11,4.036,350.000,150.000,356.000,155.000,0,0,27,400,0.000,0.456
