P28F4,B,2014-09-12

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,1.020,350.000,150.000,351.000,148.000,0,0,27,400,0.000,3.485,4.096,1.769,garbage
1,4.056,293.653,541.899,301.000,536.000,0,0,27,400,0.000,1.496,1.511,4.776,computer
2,2.560,458.128,181.749,460.000,184.000,0,0,27,400,0.000,0.003,2.155,3.015,university
3,8.516,198.850,480.972,199.000,476.000,0,0,27,400,0.000,1.515,4.407,3.656,university
4,7.021,531.926,266.917,538.000,272.000,0,0,27,400,0.000,1.157,1.783,1.672,garbage
5,7.017,152.036,378.463,160.000,384.000,0,0,27,400,0.000,1.173,1.830,1.327,chair
6,11.500,547.964,378.463,557.000,381.000,0,0,27,400,0.000,0.965,1.722,3.523,microphone
7,10.004,168.074,266.917,164.000,275.000,0,0,27,400,0.000,1.048,1.396,1.520,scanner
8,10.001,501.150,480.972,495.000,478.000,0,0,27,400,0.000,1.125,1.544,1.463,google
9,8.486,241.872,181.749,240.000,183.000,0,0,27,400,0.000,1.279,1.489,1.434,chair
10,14.640,406.347,541.899,411.000,543.000,0,0,27,400,0.000,1.030,1.748,1.412,sheets
11,13.144,350.000,150.000,354.000,151.000,0,0,27,400,0.000,1.223
