X250Y350,C,2014-08-05

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width, distance, errorMargin
0,1.79709887505,350.0,50.0,348,53,0,0,19,600,0
1,5.59889388084,312.400029931,647.634410394,303,653,1,0,19,600,1.82359064796
2,7.42348909378,424.606966149,59.4250516614,429,54,0,0,19,600,0
3,9.34653997421,239.562634195,628.932945766,236,631,0,0,19,600,0
4,11.7914760113,494.526102231,87.1079959868,499,94,0,0,19,600,0
5,13.7548339367,173.664424312,592.705098312,180,592,0,0,19,600,0
6,15.9663600922,555.364131779,131.309411774,549,133,0,0,19,600,0
7,18.6908459663,118.846027167,541.227196925,112,537,0,0,19,600,0
8,20.543667078,603.298377651,189.251961506,611,191,0,0,19,600,0
9,23.1328039169,78.5518842602,477.73378747,86,482,0,1,19,600,0
10,26.0872380733,635.316954889,257.294901688,644,259,0,0,19,600,0
11,27.8094511032,55.3138247814,406.214394376,52,407,0,0,19,600,0
12,30.6351530552,649.408018528,331.162844141,639,333,1,0,19,600,1.56891628024
13,32.7055020332,50.5919814715,331.162844141,53,331,0,0,19,600,0
14,34.3863470554,644.686175219,406.214394376,641,401,0,0,19,600,0
15,37.2724499702,64.6830451115,257.294901688,58,263,0,0,19,600,0
16,43.188256979,621.44811574,477.73378747,611,479,1,0,19,600,1.52456254125
17,44.9934630394,96.7016223494,189.251961506,92,195,0,0,19,600,0
18,49.7441849709,581.153972833,541.227196925,568,543,1,0,19,600,4.27289840346
19,53.2189240456,144.635868221,131.309411774,128,130,1,0,19,600,7.68732065589
20,55.662156105,526.335575688,592.705098312,519,593,0,0,19,600,0
21,57.9050199986,205.473897769,87.1079959868,523,594,1,0,19,600,589.132367733
22,60.0378389359,460.437365805,628.932945766,461,630,0,0,19,600,0
23,62.0077650547,275.393033851,59.4250516614,272,56,0,0,19,600,0
24,64.4863860607,387.599970069,647.634410394,392,646,0,0,19,600,0
25,67.2041900158,350.0,50.0,347,56,0,0,19,600,0
