x400y250,B
,2014-07-30

Target#, time, targetX, targetY, clicked, keyPressed, condition (W&D), errorMargin
0,0.790683031082,350.0,150.0,0,0,58,400,0
1,1.54064798355,324.933353287,548.422940263,0,0,58,400,0
2,2.6984269619,399.737977433,156.283367774,1,0,58,400,11.1427951267
3,3.62656116486,276.375089463,535.955297178,0,0,58,400,0
4,4.38292312622,446.35073482,174.738663991,0,0,58,400,0
5,5.22599005699,232.442949542,511.803398875,0,0,58,400,0
6,6.07708597183,486.909421186,204.206274516,0,0,58,400,0
7,6.88088512421,195.897351445,477.48479795,0,0,58,400,0
8,7.60570693016,518.8655851,242.834641004,0,0,58,400,0
9,8.87187695503,169.034589507,435.155858313,1,0,58,400,0
10,9.79921793938,540.211303259,288.196601125,0,0,58,400,4.70180299872
11,12.4319460392,153.542549854,387.476262917,1,1,58,400,0
12,13.4160730839,549.605345686,337.441896094,1,0,58,400,0
13,14.3195431232,150.394654314,337.441896094,0,0,58,400,5.10627734996
14,16.0283060074,546.457450146,387.476262917,1,0,58,400,0
15,16.9516601562,159.788696741,288.196601125,0,0,58,400,358.326130971
16,18.0453550816,530.965410493,435.155858313,0,0,58,400,0
17,18.9782340527,181.1344149,242.834641004,0,0,58,400,0
18,19.88945508,504.102648555,477.48479795,0,0,58,400,9.89489241699
19,20.6469171047,213.090578814,204.206274516,0,0,58,400,26.3828598407
20,21.4308800697,467.557050458,511.803398875,0,0,58,400,0
21,22.204668045,253.64926518,174.738663991,0,0,58,400,0
22,23.0986919403,423.624910537,535.955297178,0,0,58,400,0
23,23.9160611629,300.262022567,156.283367774,0,0,58,400,0
24,24.6159639359,375.066646713,548.422940263,0,0,58,400,0
25,25.4660561085,350.0,150.0,0,0,58,400,0
