x400y250,A
,2014-07-30

Target#, time, targetX, targetY, clicked, keyPressed, condition (W&D), errorMargin
0,0.67223906517,350.0,150.0,0,0,133,400,0
1,1.25426101685,324.933353287,548.422940263,0,0,133,400,0
2,1.72919201851,399.737977433,156.283367774,0,0,133,400,0
3,2.23865199089,276.375089463,535.955297178,0,0,133,400,0
4,2.71346998215,446.35073482,174.738663991,0,0,133,400,0
5,3.2451980114,232.442949542,511.803398875,0,0,133,400,0
6,3.69304299355,486.909421186,204.206274516,0,0,133,400,0
7,4.18213009834,195.897351445,477.48479795,0,0,133,400,0
8,4.66051316261,518.8655851,242.834641004,0,0,133,400,0
9,5.12948513031,169.034589507,435.155858313,0,0,133,400,0
10,5.59966897964,540.211303259,288.196601125,0,0,133,400,0
11,6.54985713959,153.542549854,387.476262917,1,0,133,400,16.5167447642
12,7.02717804909,549.605345686,337.441896094,0,0,133,400,0
13,7.60742211342,150.394654314,337.441896094,0,0,133,400,0
14,8.9964261055,546.457450146,387.476262917,1,0,133,400,0
15,9.54517006874,159.788696741,288.196601125,0,0,133,400,11.5766991707
16,10.073210001,530.965410493,435.155858313,0,0,133,400,210.669599041
17,10.5993111134,181.1344149,242.834641004,0,0,133,400,0
18,11.1491270065,504.102648555,477.48479795,0,0,133,400,0
19,11.6269850731,213.090578814,204.206274516,0,0,133,400,0
20,12.2270331383,467.557050458,511.803398875,0,0,133,400,0
21,12.8177711964,253.64926518,174.738663991,0,0,133,400,0
22,13.3554620743,423.624910537,535.955297178,0,0,133,400,0
23,13.9471790791,300.262022567,156.283367774,0,0,133,400,0
24,14.4824750423,375.066646713,548.422940263,0,0,133,400,0
25,15.6268401146,350.0,150.0,1,0,133,400,0
