x350y290,B
,2014-07-30

Target#, time, targetX, targetY, clicked, keyPressed, condition (W&D), errorMargin
0,0.899760007858,350.0,150.0,0,0,58,400,0
1,1.92147302628,324.933353287,548.422940263,0,0,58,400,0
2,2.9455769062,399.737977433,156.283367774,0,0,58,400,0
3,3.88722991943,276.375089463,535.955297178,0,0,58,400,0
4,4.79334592819,446.35073482,174.738663991,0,0,58,400,0
5,5.74223589897,232.442949542,511.803398875,1,0,58,400,82.5904466779
6,6.56179499626,486.909421186,204.206274516,0,0,58,400,0
7,7.29318094254,195.897351445,477.48479795,0,0,58,400,0
8,8.12024307251,518.8655851,242.834641004,0,0,58,400,0
9,8.90376186371,169.034589507,435.155858313,0,0,58,400,0
10,9.50849699974,540.211303259,288.196601125,0,0,58,400,0
11,10.2599239349,153.542549854,387.476262917,0,0,58,400,0
12,11.564622879,549.605345686,337.441896094,1,0,58,400,0
13,13.3831329346,150.394654314,337.441896094,1,0,58,400,228.864506848
14,15.1098749638,546.457450146,387.476262917,1,0,58,400,0
15,15.7453360558,159.788696741,288.196601125,0,0,58,400,1.60853568364
16,16.8527729511,530.965410493,435.155858313,1,0,58,400,0
17,17.3823339939,181.1344149,242.834641004,0,0,58,400,216.356029324
18,18.4387180805,504.102648555,477.48479795,0,0,58,400,11.4297592953
19,19.2981920242,213.090578814,204.206274516,0,0,58,400,9.29873312374
20,20.2153680325,467.557050458,511.803398875,0,0,58,400,0
21,21.0408608913,253.64926518,174.738663991,0,0,58,400,0
22,21.8033108711,423.624910537,535.955297178,0,0,58,400,363.159577292
23,22.6390500069,300.262022567,156.283367774,0,0,58,400,374.414078447
24,23.7642960548,375.066646713,548.422940263,1,0,58,400,0
25,24.8098218441,350.0,150.0,0,0,58,400,0
