x350y290,A
,2014-07-30

Target#, time, targetX, targetY, clicked, keyPressed, condition (W&D), errorMargin
0,1.90837883949,350.0,150.0,0,0,133,400,0
1,3.67462491989,324.933353287,548.422940263,1,0,133,400,3.54943064983
2,4.54956889153,399.737977433,156.283367774,0,0,133,400,0
3,5.25220489502,276.375089463,535.955297178,0,0,133,400,0
4,6.61907196045,446.35073482,174.738663991,1,0,133,400,0
5,7.48753285408,232.442949542,511.803398875,0,0,133,400,2.04303753069
6,8.14181995392,486.909421186,204.206274516,0,0,133,400,0
7,8.71995997429,195.897351445,477.48479795,0,0,133,400,0
8,9.21196889877,518.8655851,242.834641004,0,0,133,400,0
9,9.74860596657,169.034589507,435.155858313,0,0,133,400,0
10,10.2698469162,540.211303259,288.196601125,0,0,133,400,0
11,10.8007848263,153.542549854,387.476262917,0,0,133,400,0
12,11.2389278412,549.605345686,337.441896094,0,0,133,400,0
13,11.7368178368,150.394654314,337.441896094,0,0,133,400,0
14,12.1563677788,546.457450146,387.476262917,0,0,133,400,0
15,12.6656219959,159.788696741,288.196601125,0,0,133,400,0
16,13.9940209389,530.965410493,435.155858313,1,0,133,400,0
17,16.4939148426,181.1344149,242.834641004,0,0,133,400,0
18,17.1435768604,504.102648555,477.48479795,0,0,133,400,70.5599531915
19,18.3227448463,213.090578814,204.206274516,1,0,133,400,17.1377358306
20,18.9795928001,467.557050458,511.803398875,0,0,133,400,0
21,19.9465918541,253.64926518,174.738663991,1,0,133,400,0
22,20.6833398342,423.624910537,535.955297178,0,0,133,400,0
23,21.859487772,300.262022567,156.283367774,1,0,133,400,13.1043447286
24,22.6919379234,375.066646713,548.422940263,0,0,133,400,0
25,23.4038078785,350.0,150.0,0,0,133,400,0
