x350y290,C
,2014-07-30

Target#, time, targetX, targetY, clicked, keyPressed, condition (W&D), errorMargin
0,1.8505589962,350.0,50.0,1,0,19,600,0.486832980505
1,4.53277897835,312.400029931,647.634410394,1,0,19,600,0
2,7.02298402786,424.606966149,59.4250516614,1,0,19,600,56.7116523221
3,9.79865312576,239.562634195,628.932945766,1,0,19,600,50.0068513459
4,11.6915690899,494.526102231,87.1079959868,0,0,19,600,0
5,14.234760046,173.664424312,592.705098312,1,0,19,600,3.27727056884
6,16.7108659744,555.364131779,131.309411774,0,0,19,600,0
7,18.7341530323,118.846027167,541.227196925,1,0,19,600,46.2013901771
8,20.0792169571,603.298377651,189.251961506,0,0,19,600,25.9118408581
9,21.5119171143,78.5518842602,477.73378747,0,0,19,600,0
10,23.2420420647,635.316954889,257.294901688,0,0,19,600,0
11,25.0120990276,55.3138247814,406.214394376,0,0,19,600,586.700381062
12,28.4703280926,649.408018528,331.162844141,1,0,19,600,3.43939906808
13,31.1861109734,50.5919814715,331.162844141,0,0,19,600,3.76447061384
14,33.1386771202,644.686175219,406.214394376,0,0,19,600,2.35614701064
15,38.4487481117,64.6830451115,257.294901688,1,0,19,600,1.35959885456
16,40.306689024,621.44811574,477.73378747,0,0,19,600,0
17,42.3600530624,96.7016223494,189.251961506,0,0,19,600,0
18,44.206040144,581.153972833,541.227196925,0,0,19,600,50.6796810408
19,46.2049190998,144.635868221,131.309411774,0,0,19,600,12.0656860458
20,47.8885581493,526.335575688,592.705098312,1,0,19,600,0
21,49.2088320255,205.473897769,87.1079959868,0,0,19,600,0
22,50.8519971371,460.437365805,628.932945766,0,0,19,600,0
23,52.2731051445,275.393033851,59.4250516614,1,0,19,600,0
24,53.5253579617,387.599970069,647.634410394,1,0,19,600,0
25,54.7981221676,350.0,50.0,0,0,19,600,587.628161477
