x400y290,C
,2014-07-30

Target#, time, targetX, targetY, clicked, keyPressed, condition (W&D), errorMargin
0,1.30481600761,350.0,50.0,0,0,19,600,0
1,6.39017915726,312.400029931,647.634410394,1,0,19,600,3.91197777263
2,8.20711612701,424.606966149,59.4250516614,0,1,19,600,0
3,12.9744040966,239.562634195,628.932945766,0,0,19,600,0
4,14.8759632111,494.526102231,87.1079959868,0,0,19,600,0
5,17.4168460369,173.664424312,592.705098312,1,0,19,600,0
6,19.2493472099,555.364131779,131.309411774,1,0,19,600,597.459521639
7,20.6171400547,118.846027167,541.227196925,0,0,19,600,597.145537261
8,22.5837960243,603.298377651,189.251961506,1,0,19,600,0
9,24.2630209923,78.5518842602,477.73378747,1,0,19,600,1.15236200645
10,25.9828221798,635.316954889,257.294901688,1,0,19,600,0
11,27.2700431347,55.3138247814,406.214394376,0,0,19,600,0
12,28.535130024,649.408018528,331.162844141,0,0,19,600,1.1637262446
13,29.9852921963,50.5919814715,331.162844141,0,0,19,600,0
14,31.5193030834,644.686175219,406.214394376,1,0,19,600,588.31789051
15,34.5220952034,64.6830451115,257.294901688,1,0,19,600,0
16,36.3428940773,621.44811574,477.73378747,0,0,19,600,571.298409058
17,37.6950809956,96.7016223494,189.251961506,1,0,19,600,0.0092803438887
18,39.4364461899,581.153972833,541.227196925,1,0,19,600,0
19,40.666629076,144.635868221,131.309411774,0,0,19,600,0
20,42.2525331974,526.335575688,592.705098312,0,0,19,600,0
21,43.8403220177,205.473897769,87.1079959868,0,0,19,600,0
22,45.5548341274,460.437365805,628.932945766,0,0,19,600,18.1229628766
23,47.3035590649,275.393033851,59.4250516614,0,0,19,600,0
24,48.899613142,387.599970069,647.634410394,0,0,19,600,1.71641881767
25,50.8083090782,350.0,50.0,0,0,19,600,4.15415566768
