x400y290,B
,2014-07-30

Target#, time, targetX, targetY, clicked, keyPressed, condition (W&D), errorMargin
0,0.71035194397,350.0,150.0,0,0,58,400,0
1,1.67045903206,324.933353287,548.422940263,1,0,58,400,367.5050042
2,2.53647899628,399.737977433,156.283367774,0,0,58,400,367.606544991
3,3.48215794563,276.375089463,535.955297178,0,0,58,400,0
4,4.19813108444,446.35073482,174.738663991,0,0,58,400,0
5,4.96975398064,232.442949542,511.803398875,0,0,58,400,0
6,5.82665801048,486.909421186,204.206274516,0,0,58,400,0
7,6.83860492706,195.897351445,477.48479795,0,0,58,400,0
8,7.87583398819,518.8655851,242.834641004,0,0,58,400,0
9,8.75527906418,169.034589507,435.155858313,0,0,58,400,0
10,9.57952213287,540.211303259,288.196601125,0,0,58,400,0
11,10.5011370182,153.542549854,387.476262917,0,0,58,400,0
12,11.5312030315,549.605345686,337.441896094,0,0,58,400,0
13,12.5561411381,150.394654314,337.441896094,0,0,58,400,0
14,13.477889061,546.457450146,387.476262917,0,0,58,400,0
15,14.1999881268,159.788696741,288.196601125,0,0,58,400,0
16,15.0526030064,530.965410493,435.155858313,0,0,58,400,0
17,15.8253221512,181.1344149,242.834641004,0,0,58,400,0
18,16.7900159359,504.102648555,477.48479795,0,0,58,400,0
19,17.624956131,213.090578814,204.206274516,0,0,58,400,0
20,18.4168629646,467.557050458,511.803398875,0,0,58,400,0
21,19.1490080357,253.64926518,174.738663991,0,0,58,400,0
22,19.9007780552,423.624910537,535.955297178,0,0,58,400,0
23,21.1651690006,300.262022567,156.283367774,1,0,58,400,0
24,22.0251550674,375.066646713,548.422940263,0,0,58,400,0
25,22.94769907,350.0,150.0,0,0,58,400,3.23718657823
