x400y290,A
,2014-07-30

Target#, time, targetX, targetY, clicked, keyPressed, condition (W&D), errorMargin
0,0.582286119461,350.0,150.0,0,0,133,400,0
1,1.28037714958,324.933353287,548.422940263,0,0,133,400,0
2,1.93235111237,399.737977433,156.283367774,0,0,133,400,0
3,2.62983298302,276.375089463,535.955297178,1,0,133,400,304.839739346
4,3.14003896713,446.35073482,174.738663991,0,0,133,400,0
5,3.70566415787,232.442949542,511.803398875,0,0,133,400,0
6,4.20837116241,486.909421186,204.206274516,0,0,133,400,0
7,4.83872413635,195.897351445,477.48479795,0,0,133,400,0
8,5.39757108688,518.8655851,242.834641004,0,0,133,400,0
9,5.97432804108,169.034589507,435.155858313,0,0,133,400,0
10,6.50307416916,540.211303259,288.196601125,0,0,133,400,0
11,7.05593705177,153.542549854,387.476262917,0,0,133,400,0
12,7.64989209175,549.605345686,337.441896094,0,0,133,400,0
13,8.24785995483,150.394654314,337.441896094,0,0,133,400,0
14,8.9800620079,546.457450146,387.476262917,0,0,133,400,0
15,9.67444300652,159.788696741,288.196601125,0,0,133,400,0
16,10.4223291874,530.965410493,435.155858313,0,0,133,400,0
17,11.0725109577,181.1344149,242.834641004,0,0,133,400,0
18,11.7146351337,504.102648555,477.48479795,0,0,133,400,0
19,12.3588531017,213.090578814,204.206274516,0,0,133,400,0
20,13.0028951168,467.557050458,511.803398875,0,0,133,400,0
21,13.6404809952,253.64926518,174.738663991,0,0,133,400,0
22,14.2365050316,423.624910537,535.955297178,0,0,133,400,0
23,14.91614604,300.262022567,156.283367774,0,0,133,400,0
24,15.5838091373,375.066646713,548.422940263,0,0,133,400,0
25,16.2448611259,350.0,150.0,0,0,133,400,0
