x400y340,A
,2014-07-30

Target#, time, targetX, targetY, clicked, keyPressed, condition (W&D), errorMargin
0,0.70529294014,350.0,150.0,0,0,133,400,0
1,1.46346998215,324.933353287,548.422940263,0,0,133,400,0
2,2.06088399887,399.737977433,156.283367774,0,0,133,400,0
3,2.7812268734,276.375089463,535.955297178,0,0,133,400,0
4,3.28350305557,446.35073482,174.738663991,0,0,133,400,0
5,7.46753501892,232.442949542,511.803398875,0,0,133,400,0
6,8.18948698044,486.909421186,204.206274516,0,0,133,400,0
7,8.89046382904,195.897351445,477.48479795,0,0,133,400,0
8,9.50250196457,518.8655851,242.834641004,0,0,133,400,0
9,10.0089850426,169.034589507,435.155858313,0,0,133,400,0
10,10.4996340275,540.211303259,288.196601125,0,0,133,400,0
11,11.0211100578,153.542549854,387.476262917,0,0,133,400,0
12,11.5050559044,549.605345686,337.441896094,0,0,133,400,0
13,12.0614099503,150.394654314,337.441896094,0,0,133,400,0
14,12.6832869053,546.457450146,387.476262917,0,0,133,400,0
15,13.2641210556,159.788696741,288.196601125,0,0,133,400,0
16,14.1086449623,530.965410493,435.155858313,0,0,133,400,0
17,14.7278368473,181.1344149,242.834641004,0,0,133,400,0
18,15.2992520332,504.102648555,477.48479795,0,0,133,400,0
19,15.9192800522,213.090578814,204.206274516,0,0,133,400,0
20,17.5943248272,467.557050458,511.803398875,0,0,133,400,0
21,18.1243479252,253.64926518,174.738663991,0,0,133,400,0
22,18.8458008766,423.624910537,535.955297178,1,0,133,400,326.722496838
23,20.5863149166,300.262022567,156.283367774,1,0,133,400,0
24,21.4042408466,375.066646713,548.422940263,0,0,133,400,1.48336865614
25,22.0969309807,350.0,150.0,0,0,133,400,0
