x400y340,C
,2014-07-30

Target#, time, targetX, targetY, clicked, keyPressed, condition (W&D), errorMargin
0,8.34516811371,350.0,50.0,0,0,19,600,0
1,10.7685530186,312.400029931,647.634410394,1,0,19,600,585.700908922
2,12.8733181953,424.606966149,59.4250516614,0,0,19,600,584.825986407
3,15.0253560543,239.562634195,628.932945766,1,0,19,600,585.641884779
4,16.6106441021,494.526102231,87.1079959868,0,0,19,600,0
5,17.9834570885,173.664424312,592.705098312,0,0,19,600,0
6,19.0850021839,555.364131779,131.309411774,0,0,19,600,0.0478472868044
7,20.4516050816,118.846027167,541.227196925,0,0,19,600,0
8,21.5255429745,603.298377651,189.251961506,0,0,19,600,0
9,26.7018930912,78.5518842602,477.73378747,1,0,19,600,0
10,29.3655910492,635.316954889,257.294901688,0,0,19,600,0
11,30.7271239758,55.3138247814,406.214394376,0,0,19,600,0
12,32.3583590984,649.408018528,331.162844141,0,0,19,600,0
13,33.5256960392,50.5919814715,331.162844141,0,0,19,600,0.476567684726
14,35.0147020817,644.686175219,406.214394376,0,0,19,600,2.34856299357
15,38.8624651432,64.6830451115,257.294901688,1,0,19,600,4.7051780075
16,40.5775051117,621.44811574,477.73378747,0,0,19,600,0
17,43.3243811131,96.7016223494,189.251961506,1,1,19,600,0
18,46.459594965,581.153972833,541.227196925,1,0,19,600,0
19,49.4206030369,144.635868221,131.309411774,0,0,19,600,0
20,51.2056970596,526.335575688,592.705098312,0,0,19,600,0
21,52.4530529976,205.473897769,87.1079959868,0,0,19,600,0
22,54.2360100746,460.437365805,628.932945766,1,0,19,600,334.456429298
23,55.8831570148,275.393033851,59.4250516614,0,0,19,600,4.70876289664
24,59.8349649906,387.599970069,647.634410394,1,0,19,600,0.3877349536
25,61.141461134,350.0,50.0,0,0,19,600,1.3979001992
