T30P6,C,2014-09-08

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,2.514,350.000,150.000,349.000,154.000,0,0,13,400,0.000,0.106,0.985,0.544,table
1,4.409,293.653,541.899,299.000,541.000,0,0,13,400,0.000,0.468,0.877,1.157,garbage
2,3.941,458.128,181.749,457.000,186.000,0,0,13,400,0.000,0.515,0.724,0.368,male
3,6.733,198.850,480.972,196.000,477.000,0,0,13,400,0.000,0.382,0.750,0.374,lamp
4,6.265,531.926,266.917,535.000,266.000,0,0,13,400,0.000,0.488,0.700,1.060,candle
5,5.750,152.036,378.463,155.000,375.000,0,0,13,400,0.000,0.354,0.822,2.129,restaurant
6,8.761,547.964,378.463,547.000,375.000,0,0,13,400,0.000,0.427,0.754,0.979,kettle
7,8.293,168.074,266.917,169.000,266.000,0,0,13,400,0.000,0.427,0.739,1.820,toothpaste
8,7.778,501.150,480.972,505.000,480.000,0,0,13,400,0.000,0.498,0.773,1.412,keyboard
9,7.396,241.872,181.749,242.000,183.000,0,0,13,400,0.000,0.442,0.863,2.461,restaurant
10,10.508,406.347,541.899,405.000,544.000,0,0,13,400,0.000,0.323,0.669,3.776,napkin
11,10.040,350.000,150.000,350.000,152.000,0,0,13,400,0.000,0.443
