PLEAESE,A,2014-08-27

Target#, time, targetX, targetY, clickX, clickY, clicked, keyPressed, width,distance, errorMargin, Homing Time1, Keyboard Homingtime, Typingtime, Word
0,0.375,350.000,150.000,321.000,112.000,0,0,133,400,0.000,0.122,0.902,1.641,nonsawing
1,3.637,293.653,541.899,297.000,502.000,0,0,133,400,0.000,0.308,0.539,0.824,dacryon
2,4.814,458.128,181.749,428.000,174.000,0,0,133,400,0.000,0.309,0.521,0.448,keifer
3,3.526,198.850,480.972,197.000,430.000,0,0,133,400,0.000,0.192,0.543,1.784,lancewood
4,4.696,531.926,266.917,504.000,283.000,0,0,133,400,0.000,0.240,0.701,1.720,counteraction
5,59.888,152.036,378.463,179.000,390.000,0,0,133,400,0.000,53.185,0.859,2.416,approvability
6,61.321,547.964,378.463,534.000,342.000,0,0,133,400,0.000,0.330,0.539,6.905,cephalothorax
7,13.712,168.074,266.917,193.000,279.000,0,0,133,400,0.000,0.318,0.679,1.304,fountainless
8,12.694,501.150,480.972,494.000,464.000,0,0,133,400,0.000,0.196,0.562,0.672,nonsawing
9,6.835,241.872,181.749,216.000,230.000,0,0,133,400,0.000,0.196,0.620,2.440,mihail
10,8.333,406.347,541.899,435.000,546.000,0,0,133,400,0.000,0.272,0.527,0.416,leaky
11,8.723,350.000,150.000,335.000,168.000,0,0,133,400,0.000,0.420
